AccountNumber BranchId GroupIds
ACC01d8 219 53,24,10,26,7,49,23,13,6,20,44,28,43,19
ACC02a4 159 0,3,44,19,47,13,6,42,36,50,2,25
ACC017c 595 36,15,24,19,40,17,37,7,53,6,49,45,21,28,22,34,2,18,13,39
ACC041a 97 5,24,21,2,39
ACC0329 439 16,13
ACC0432 373 3,24,15,39,21,37,48,1,47,35,30
ACC0256 305 0,24,48,4,20,9,46,52,12,53,11,6,26,38,14,1,23,50,3
ACC01b1 149 52,24,27,54,41,30,48
ACC01ab 358 9,49,45,6,54,5,27,0,30,8,39,24,15,53,32,21
ACC073c 334 17,54
ACC01c6 273 7,20,54,32,35,47,40,30,25,26,21,17,31,50,39
ACC02f8 598 28,39,17,27,22,40
ACC0103 498 44,37,41,4,36,31,20,47,45,32,1,52,35,26,49,24,28
ACC0331 208 42,53,25,11,37,35,12,9,54,30,19,20,33,52,44,13,29,22
ACC0d1 382 36,48,16,4,10,51
ACC04ab 306 46,48,14,11,42,12,3,21,40,49,6,34
ACC05da 550 49,34,16,31,54,52,36,3,27,4,9,39,43,6,13,11,18,53,42,47,51,2,28,50
ACC0143 521 48,43,9,29,24,6,38,49,14,41,36,25,5,13,10,3,44,4,8,17,40,23
ACC0219 570 15,53,5,43,6,39,32,8,11,18,28,17,46,3,2,4,34,23,9,7,38,33,29
ACC069a 201 38,18,21,35,11,20,32,31,36,23,16,14,12,53,8,4,47,24,43,33,15,29,13
ACC0690 121 43,22,46,7
ACC0420 139 49,3,22,40,36,4,5,32,50,54,28,43,38,37,51,24,15
ACC05d2 200 28,13,17,19,49,6,8,51
ACC0325 290 33,49
ACC0608 374 45,41
ACC03fd 362 49,14,20,3,34,22,21,27,6,11,45,7
ACC0540 303 34,43,50,11,21,52,45,7,48,18,25,8,40,6,16
ACC0741 316 20,15,26,29,50,22
ACC06a9 381 24,19,34,33,18,43,23,36,2,42,12,38,54,15,21,50,27,25
ACC055c 555 23,46,6,3,7,53,11,47,32,8,30,0,10,34,1,41,33,21
ACC0409 224 27,22,43,32,44,13,50,10,47,39,48,0
ACC062a 261 14,2,36,47,49,40,27,53,28,52,9,4,32,51,39,21,22,42,44
ACC04a4 243 10,21,7,40,2,49,18,22,38,42
ACC0125 559 12,21,47,51,4,34,10,5,33,38,44,39,16,35,32,31
ACC026b 480 14,3,38,31,33,44,4,20,36,41,46,13,22,30,0,16,51
ACC025 531 14
ACC0e1 163 51,26,16,31,34,53,52,33,46,7,12,32,27,48,17,3,8
ACC05b8 433 13,3,18,49,43,41,10,7,50,51,25,29,36,12,40,47,33
ACC057a 156 19,42,39,15,1,12,46,53,38,25,51,24,50,8,54,34,35,32
ACC035f 258 13,35,9,40
ACC0678 333 3,49,1,18,25,43,42,41,46,37,11,20,27,54,44,16,39
ACC0436 70 42,52,45,3,6,18,0,24
ACC01df 41 25,26,28,36,33,11,39,30,10,20,45,22,43,50,27,13,38,1
ACC0728 231 32,2,31,26,24,34,1,27
ACC0320 112 38,13
ACC03f6 391 27,21,14,11,40,18,5,46,44,49,47
ACC0564 333 31,35,29,8,32,38,16,3
ACC0577 403 4,41,6,17,14,24,5,33,50,21,12,51,16,9,45,15,2,23,3
ACC02b6 127 26,2,0,5,37,29,35,27,8,14,22,48,52,3,12,24,43,40,28,46,39,51,32
ACC0693 546 3,5,18,6,47,43,40,1,53,36,0,25,32,54,10,34,9,48,17,13,52,8,30
ACC0130 448 7,35,53,44,45,27,34,5,25,37,20,18,47,33,24,19,1,0,46
ACC06d8 402 34,28,24,46,2,9,25,54,18,21,48,26,8,10,5,49,7
ACC06bd 113 48,29,35,44,36,21,4,45,18,52,1,3,37,9,7,27,43,28,30,14,6
ACC027f 218 52,14,17,41,53,13,1,20,43,7,2,31,49
ACC070e 593 42,23,3,34,26,33,47,48,43,54,5,13,46,51,53,35,49,19,9,52,18,8,28
ACC06a6 261 36,46,40,27,52,1,13,45,6,39,3,29,19,48,11,42,30,37
ACC03d1 499 8,24,35,10,6,27,36,37,42,39,11,34,15,0,28,47
ACC0687 143 2,34,9,14,52,16,29,18,23,24,41,42,3,43,54,25,20,46,15,6,44,0,10
ACC0493 211 50,6,41,13,44,11,38,2,25,31,36,51,48,17,20,16,21,1,12,52,29,7,22,49
ACC0e 371 44,34,43,9,8,26,4,11,40,35,41,52,12,22
ACC048e 45 47,49,19,15,45,53,46,29,3,50,32,26
ACC069d 161 4,34,43
ACC0d3 318 35,30,28,0,22,52,26,7,2,17,44
ACC0334 352 20,35,26,42,23,31,16
ACC044 122 20,18,22,16
ACC0748 593 45,46,1,25,31,52,14,41,50
ACC0789 422 6,3,44,38,46
ACC057c 137 6
ACC0696 63 28,46,14,54,35,21
ACC0487 73 2,16,15,25,54,4,50
ACC07b8 98 29,23,33,30,3
ACC041f 546 46,18
ACC058d 454 1,8,24,45,49,51,25,15,53,21
ACC028c 358 29,19,5,25,47,18,54,51,21,53,45,40
ACC0aa 438 19,52,20,31,47,49,29,18,10,38,33,34,14,51,44,28,23
ACC0495 181 48,1,41
ACC01ec 455 0,54,43,32,2,39,31,37,26,12,27,15
ACC047c 592 38,10,9,48,0,41,12,39,22,1,54,40,23,18,37,31
ACC0471 233 43,44,2,54,11,35,32,13,20,4,45,28,23,48,47,52,6,17,8,49,25,7,30,19
ACC03bd 376 29,20,3,2
ACC0b3 182 2,42
ACC03b1 38 28,16,53,10,54,23,46,50,48,34,45,30,51,52,25,18,19,43
ACC050b 583 4,8,29,45,40,6,31,24
ACC05d5 232 38,46,2,52,43,12,34,13,0,36
ACC0473 221 9,46,54,21,12,47,8,4,43,5,3,42,34,10,35
ACC011b 315 38,15,1,43,23,46,5,47,6,9,53,36,52,48,11,49,32,50
ACC03d7 140 10,14,24,48,33,3,11,22,42,34,41,17,50,39,9,45
ACC04ce 89 46,12,28,22,21,23,41,19,36,31,26,2,10,20,27,49,32,53,8,14,4
ACC0505 383 41,2,14,37,32
ACC063c 457 22,42,31,5,48,45,32,15,30,35,23,47,34
ACC05dd 14 43,0,48,22,54,24,4,46
ACC0183 56 44,32,37,5,35,52,22
ACC0bf 101 34,50,3,36,49,39,31,38,40,19,17,22,24,12,9,14,32,21
ACC0232 544 42,16,36,19,30,23,22,20,11,39,53
ACC04b4 111 52,31,10,43,38,3,42,48,21,5
ACC0544 216 46,40,8
ACC0415 375 6,19,51,24,17,20,31
ACC05b3 159 15,35,8
ACC0545 25 52,49,24,22,41,53,36,15,6,28,35,26
ACC03b2 383 3,30,41,45,34,27,35,26
ACC071 459 27,37
ACC0665 225 43,14,28,0,40,29
ACC0407 317 34,0,7,14,17,26,27,44,28,23,8,1,38,39
ACC03b6 364 11,37,38,42,32,28,10,6,5,12
ACC052b 250 23,16,41,14,44,1,19
ACC0761 167 12,1,33,32,10,47,54,24,19,4,42,26,39
ACC01b2 536 5,24,28,52,48,0,3,45,35,20
ACC08f 431 1,50,52,46,43,18,27,38,10,19,30,16,47,53,4,54,7,45,42
ACC0309 60 15,18,43,49,25,50,45,2,26,28,48,6,37,12,46,53
ACC022d 284 38,1,25,0,19,21,26,48,44,29,22,47
ACC057d 88 17,2,34,12,13,3,26,45,50,53,4,9,30,11,49,16,47,32,1,24,36,52
ACC0109 209 25,24,29,14
ACC0f7 160 19,6,28,54,1,30,44,47,24,22,7,3,36,43,31,17,20
ACC0308 21 12,29,41,11,21,45,37,49,40
ACC046c 551 35,45,19,7,38,14,50,8,18
ACC079b 515 40,19,8,39,53,10,7,34,18,49,13,45,32,27,24,23,41,42,22,0,38,3,2,44
ACC048d 169 37,20,26,45,43,5
ACC05c3 187 22,18,5,41,15,27,19,38,1,53,9,46,21,43,23,50
ACC0519 189 46,27,23,0,10,5,9,53,13,3,33,42
ACC0391 240 22,37,47,51,52,41,54,28,23,48,42,6,40,36,16,5,13,39,33,43,53,20,11
ACC016c 474 13,41,22,5,26,36,0,16,39,35,4,31,28,42,19,3,54,10,14,40,18
ACC0211 101 25,33,11,31,23,1,43,49,39,16,0
ACC0197 254 48,21,27,12,50,41,32,7,17,29,14,6,40,3,20,31,43,44,54,24,37,38,30,51
ACC072d 280 53,6,37,46,40,41,1,44
ACC036 106 5,16,52,1,37,31,13,15,47,9,2,18,44,35,3,0,11
ACC059a 89 11,54,39,17,33,29,27,37
ACC026f 472 48
ACC0735 504 0,6,40,20,42
ACC0628 511 38,39,37,17,12,23,42,48,21,46,34,1,14,18,22,32,19,0,44,45
ACC0f1 364 19,29,12,23,25,0,8,21,35,17,16,33
ACC0d0 478 35,13,37,31,7,12,18,23,32,10,34,50,22,51,25,4,24,40,49,21,15,29
ACC05af 130 39,19,54,16,7,10,28,49,13,22,31,8,47,32,4
ACC012f 555 26,6,46,1,51,3,10,14,40,35,17,42,30,47,25,13,2,36,54
ACC0517 453 23,44,48,45
ACC039b 108 28,44,11,39,43,34,12,30,10,18,20
ACC04b0 334 23,14
ACC022c 147 49,36,47,20,8,31,51,43,27,2,24,12,22,16,10
ACC04b3 55 2,3,9,27,29,54,16,49,18,17,7,45,39
ACC0799 535 39,34,47,54,40,32,5,19,46,11,20,26,14,23,17,30,12,50
ACC0ff 446 43,6,16,12,54,35
ACC014d 488 9,53,15,26,48,16,39,41,7,17
ACC0504 79 47,5
ACC035c 125 34,3,25,40,18,54
ACC04a8 335 22,40,25,18,14,34,33,54,23,31,24,12,10,44,4
ACC076c 536 0
ACC0666 221 35,23,1,32,17,52,4,41,36,16,53,48,21,43,26,28,20
ACC072 44 19,40,30,54,48,9,43,12,3,37,17,35,44,16,52,18,21,39,32
ACC0502 71 37,30,26,41,48,19,18,2,50,29,7,44,4,3,47,49,12,1,45,16,21
ACC02f3 32 20,40,47,4,44,43,42,33,41,32
ACC04ec 49 50,33,34,0,36,45,30,26,40,23,2,31,53,39,19,22,24,29,49,1,27
ACC06fe 200 49,6,8,32,28,17,13,42,11,14,10,39,36,29,20,45
ACC07f 584 23,30,36,24,48,35,20,46,1,51,39,5,44,14,3,27,22,11
ACC0537 438 30,25,9,46
ACC07b2 98 51,23,17
ACC03a7 224 41,16,9,23,17
ACC0796 142 1,13,10,5
ACC0599 5 8,17,34,21,23,15,25,36,11,54,46,6,39,18,7,13,41,16,32,45
ACC06bf 102 50,20,8,12,23,18,41
ACC028a 399 31,53,40,32,11,9,2,8,43,51,20,13
ACC01d4 131 44,8,11,10,41,50,52,53,13,49
ACC0336 507 11,21,9,49,50,14,26,27,5,35
ACC05e5 501 54,5,36,37,19,8,14,44,0,6,12,3,52,21
ACC096 322 32,16,37,20,48,35,38,30,14,2,51,50,9,47,22,44,13,4,45,17,21,15
ACC062e 366 37,31,42,30,44,36,35
ACC03a3 304 3,30
ACC04e5 396 52,24,27,36,26,5,7,38,15,29,19,16
ACC061e 442 17,4,40,14,47,45,43,36,12,42,27,20,25,11,53,44,37,32,41
ACC04ee 359 45,27,36,16,18,24,48,33,25,40,47,0,53,30,39,29,9,50,13,12,17
ACC039d 172 43,54,46,15,52,19,28,5
ACC01f 84 51,30,1,14,2,40,48,24,16,35,42,5,9,13,12,15,39,34,31,44,38,28
ACC03ad 173 17,27,25,51,46,53,7,49,50,29,36,21,3,15,42,12,6,32,30,44,14,9
ACC076 200 31,22,30,49,54
ACC016f 589 21,8,6,49
ACC048c 129 10,40,29,52,38,44,47,28,2,7,34,14,12,18,37,42,20,23,50,51,41,30,54
ACC0782 84 29,41,36,44,43,19,24,32,3,38,40,13,12,50,48,18,20,11,28,14,37,42,31,30
ACC03d8 590 4,31,41,53,28
ACC04cc 504 50,17,5,0
ACC02b3 551 50,44,19,21,31,54,48,47,7,28,32,30,37,45,15,18,12,11,17,3,9,51,29,6
ACC0536 226 41,14,12,24,22,36,31,50,43,32,34,1
ACC06fb 129 34,13,39,38,5,18,44,1,33,50,21
ACC075 79 53,31
ACC0358 344 13,18,54,52,28,3,25,53,35,39,34,49,36,21,19,12,41,29,23,32,48,6
ACC0530 254 52,29,39,13,50,28,18,14,44,17,34,15,20,3,33
ACC066a 127 24,7,38,52
ACC0568 421 24,34,52,54,51,6
ACC06ab 97 17,14,16,19,27,2,35,34,33,5,4,43,48,6,39,38
ACC0345 50 19,22,27,17,0,26,46,8,31,49,3
ACC034a 403 19,17,27,38,43,54,45,48,40,41,3,23,2,30,53,32,29,44,13,26,20
ACC0388 406 32
ACC06da 588 1,16,13,6,15,19,28,42,34,21,41,3,48,0,5,12,18,9
ACC07b 511 25,2,14,46,12,52,32
ACC0576 547 39,23,24,28,47,10,37,34,7,20,2,38,45,30,4,48,40,33,0,54,9,42,6
ACC029c 373 25,37,36,13,45,12,17,3,43,23,39,47,22,52,49,33,30,24,51,9,1,16
ACC0a 594 25,14,45,42,33
ACC02e7 136 14,51
ACC051e 83 30,7,47,45,42,49,36,4
ACC04ca 231 53,26,28,37,48,17,44,6,30,14,46,10,13,35,20,52,50
ACC0372 369 29,45,35,43,13,10,20,49,21,53,46,26,11,9,41,16
ACC0744 86 33,18,19,29,43,2,50,5
ACC01d 309 8,44,31,38,46,22,14,15,34,39,25,42,12,30,36,10,41
ACC0431 548 6,41
ACC0393 40 7,43
ACC030a 159 39,45,1,54,30,17,53,51,27,23,34,8,36
ACC019a 169 26,6,28,14,50,12,53
ACC0515 450 16,30,34,41,27,47,44
ACC075e 494 30,4
ACC06b 276 50,6,22,23,14,24,48,32,29,43,5,13,19,47,9,39,38,20,54,30,26,10,33
ACC01d1 495 41,43,12,31,52,30,11,8,4,34
ACC03bf 128 18,45
ACC0314 163 25,39,50,17,11,46,42,13,45,47,16,34,24,23
ACC03bc 24 20
ACC0120 573 3,16,14,46,28,27,47
ACC069 185 13,0,9,54,25,15,38,6,39,30,53
ACC04b1 0 15,26,52
ACC04be 494 48,23,30,26,53,14,38,25,28,13,17,50,12,5,9,6,40
ACC02d4 131 12,17
ACC039 429 29,25,8,45,48,6,3,31,50
ACC0e6 336 22,23,49,19,44,18,54,5,20,33,21
ACC04db 339 6,4,7,17,34,51,16,1,3,14,44,19
ACC054f 400 15,40,49,1,48,24,36
ACC0379 381 0,18,1,11,54,22,46,30,2,5,43,51,12,20,17,33,27
ACC021e 57 53,15,46,8
ACC016a 68 30,49,48,11,14,1,42,34,19,8,28,43,25,20,41,2,50,21,38,51,10,45
ACC0469 308 43,28,13,27,22,44,54,38,0,20,45,18,7,4,46,3,29,39,50
ACC0284 106 11,0,27,45,43,36,48,3,28,32,40,5,42
ACC0791 297 31,1,48
ACC01ff 235 3,25,52,9,11,54,38,49,53,51,4,26,44,19,35,17,36,41
ACC02a0 39 45,20,13,5,52,21,47,24,40
ACC071b 494 32,53
ACC05ef 484 37,23,34,4,21,7,40,16,35,29,5,12,27,0,45,48,6,26,51,54,18,42,33
ACC0697 318 1,15,27,35,42,40,7,14,17,18,43,25,37,29
ACC05d3 478 40,9,22,13,38,11
ACC0139 334 33,23
ACC05b9 471 8,39,48,19,3,40,44,12,23,18,41,11,53,9,16,24,32,36,28
ACC02f9 133 37,23,30,46,25,43,11,32,54,31,28,12,21
ACC048f 568 11
ACC060 357 38,25,11,3
ACC0550 404 52,54,36,28,46,41,24,25,23,7
ACC073a 450 23,36,42,8,15,1
ACC056e 277 16,29,26,14,35,18
ACC0556 124 17,25,6,7,15,8,50,45,11,37,19,38,40,44,10,39,0,26,13
ACC0295 302 33,4,46,47,51,25,22,9,5,14,49,12,34,13
ACC0574 466 38,29,6,49,2
ACC0730 464 14,48,46,27
ACC053a 396 54,32,3,7,21,2,41,14,34,51,43,19,48,17,18,23
ACC019d 164 25,40,51,14,24,27,30,13,45,44,5,48,22,1,0,29,28,8,47,42,41
ACC06a4 46 54,35,17,21,36,5,6
ACC0681 422 45,39,41,2,18,54,28,51,1,11,12,44,16,13,5,32,30,9,46,6,53,23,25
ACC04b7 410 37,3,22,35,34,6,27,10,32,1,46,36,13,16,28,42,33,21,44,31,52,5,15,4
ACC0676 73 13,38,28
ACC0509 448 44,18,54,32,31,17,8,13,30,5
ACC0186 498 16,44,0,24,39,15,7,1
ACC0787 425 43,36,2
ACC01c1 163 1,31,21,27,18,30,13,8,35,46,33,40,43,42,9
ACC0ef 534 18,49,41,32,40,19,46,47,2,13,25,52
ACC0650 348 32,52,44,15,20,45,43,18,37,25,28,49,16,21,50,8,26,31,53,34,29,19,51,12
ACC061 316 47,23,18,38,8
ACC0e8 81 50,9,35,18,29,51,12,14,54
ACC06df 106 27,32,4,42,51,15,30,25,39
ACC08c 274 7,24,38,9,21,17,34,37,47,41,4
ACC036d 243 20,3,37,46,49,21,32,10,22,39,6,25,53,1,45,16,50,2
ACC018b 524 36,52,12,21,39,10,26,20,4,48
ACC0c3 110 19,50,12,45,47,3,28,1,31,37,7,35,33,8,16,20
ACC0262 76 53
ACC0123 70 39,29,6,37,44,3,8,48,52,14
ACC01c2 176 5,53,33,31,46,48,17,12,39,0,41,35,34,2,21,20,11,10,47,16,15
ACC0657 563 46,11
ACC046 587 26,51,15,4,41,20,5,1
ACC05bd 269 52,12,6,25,51,19,49,7,22,30,33,5,39,2,37,41
ACC0164 529 40,17,33
ACC02db 54 14,8,3,53,5,41,39,0,10,45,33,29,15,30,24,4,38,9,7,47,22,25
ACC02cd 238 6,48
ACC092 582 48
ACC010d 47 52,2,38,50,37,22,14,5,46,15,31,43,27,49,0,23,1,48,42
ACC06a8 94 9,6,4,32,43,29,15
ACC0710 115 52,4,39,34,31,48,54,50,5,22,16,2,44,49,20,15,3,0,37
ACC04a3 129 6,9,37,8,18,52
ACC019e 102 3,1,35,53,5,30
ACC0322 421 6,0,46,16,24,42
ACC0773 507 1,29,28,44,30,45
ACC0eb 462 40,0
ACC01a 421 24,27,7,29,12,31,44,41,13,52,1,0,20,25
ACC0173 101 29,51,32,50,54,44,33,22,42,6,46,36,53,23,8
ACC018a 118 14,53,27,51,39,8,25,33,48,9,4,11,3,47,30,7,31,32,37,49,44,19,36
ACC0223 439 35,4,33,1,0,42,15,5,10,20,43,16,17,7,18,25,13,24,28,39,34,26,48
ACC05cd 58 23,32,16,12,21,25,13,6,40,19,46,17,51,7,37,49,26,44,42
ACC0756 104 21,51,37,11,40,44,34,35,39,20,46,32,14,43
ACC07ba 255 16,2,50,31,34,0,9,10,49,4,20,8,6,36,35,53,27,47
ACC0134 202 41,8,19,35,3,40,26,29,0,42,10,51
ACC0168 305 37,36,23,12,34,7,49,27,16,4,11,26,18,30,45,14,20,31,47
ACC0500 397 30,12,18,53
ACC05eb 471 51,52,45,50,17,24,29,19,38,1,46,2
ACC0470 537 6,21,5,4,14,47,9,35,2,54,51
ACC0117 365 14,29,39
ACC0fe 485 4,44,0,3,52,17,47,12,11,27,8,9,14,34,46,5,35,16,53,22,41
ACC03 264 1,13,15,43,4,27,25
ACC037b 376 9,28,22,21,51,38,0,50,41,40,29,34
ACC0140 560 41,36,49,13,11,23,2
ACC0347 4 49,46,43,16,47,4,2,6
ACC082 421 39,11,4,41,21,33,51,2,18,42,20,30,8,29
ACC0145 2 3,42,27,5,25,33,40,14,24,2,44,10,11,49
ACC0353 472 14,41,38,45,49,23,44,21,42
ACC06c8 239 47,43,23,42,19
ACC03c3 413 40,39,45,38,21,12
ACC09c 108 16,48,24,53,3,31,6,45,54,30,15,2,49,29
ACC0596 472 20,12,7,45,38,26,25,8,21,52,13
ACC023e 340 2,35,1,51,5,12,41,8,22,20,18
ACC04b2 231 34,50,33,14,13,18,52,31,51,40,36,5,48,3,0,32,46,2,1,6,47,19,24
ACC0575 318 16,32,22,38,48,3,50,37,15,2,53,39,18
ACC0177 332 6
ACC055f 157 42,20,9,35,23,26,27,19,14,38,43,7,11,4,10,5,25,12,22,29,50,30,16,24
ACC02c4 444 9,34,20,15,44,41,2,48,7,43,32,23
ACC0755 583 21,42,50,5,47
ACC03e8 587 43,10,16,4,34,11,39,22,13,0,48,26,12,50,54,47
ACC0289 247 6,53,46,27,47,19,44,24,23,31,45,50
ACC089 163 38,42,45,2,35,51
ACC09d 396 54,16,50,45,19,18
ACC06a3 362 52,7,46,27,28,6,37,54,51,11,48,31,16,49,36,26,1
ACC051b 87 6,0,32,8,5,3,51,29,38,23,49,14
ACC057f 336 41,33,30,49,53,20,44,12,13,50
ACC0753 62 27,19,50
ACC05d 24 51,1,22,21
ACC0688 197 1,33,13,25,50,54,16,44,9,12,36,52
ACC0625 22 21
ACC0580 327 16,13,31,42,49,45,40,24,41,25,30
ACC06c4 61 4,8,24,53,44,7,25,5
ACC04f3 306 33,25,34,16,50,35,0,2,13,29,30,12,43,17,41,37,51,8,48,24,26,6,52,39
